counter,col_selection,HISTORY,STEP_FACTOR,LEVEL,WAVELET,FILTERS1,KERNEL_SIZE1,PADDING1,DILATION_RATE1,ACTIVATION1,CONV2,POOL_SIZE1,CONV_POOL2,DENSE_UNITS,DROPOUT,ACTIVATION2,OPTIMIZER,mse,mae,train_samples,test_samples,train_time
84,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,3,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017034737,0.08296051,486,318,67.01
85,[],3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017923641,0.084761366,510,321,68.56
86,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017843072,0.086613791,510,321,68.49
87,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017244752,0.084202573,490,318,66.06
88,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017323292,0.083883936,489,318,65.4
89,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.01665328,0.081059303,486,318,68.81
90,[],3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.018234462,0.087455754,510,321,85.71
91,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017708623,0.086278521,510,321,85.94
92,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017334062,0.084705005,490,318,83.8
93,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017369019,0.084236403,489,318,84.23
94,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.016944283,0.082473426,486,318,84.21
95,[],3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.018253839,0.087803134,510,321,84.76
96,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017669255,0.085325686,510,321,86.21
97,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017460746,0.085397072,490,318,85.73
98,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017323171,0.083176687,489,318,83.56
99,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,3,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017068805,0.084612168,486,318,84.44
100,[],3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017676869,0.084157738,510,321,17.6
101,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017970181,0.084217359,510,321,18.83
102,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017730972,0.083951395,490,318,18.73
103,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017101411,0.082478329,489,318,17.35
104,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017062109,0.081614165,486,318,18.75
105,[],3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017616053,0.084198798,510,321,18.44
106,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017950848,0.087044704,510,321,19.04
107,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017494344,0.084812899,490,318,18.81
108,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017075202,0.081713005,489,318,17.14
109,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017194546,0.083771163,486,318,18.87
110,[],3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017542061,0.083907936,510,321,34.69
111,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017958715,0.086779585,510,321,36.52
112,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017372116,0.08478501,490,318,35.49
113,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.01727603,0.084163935,489,318,33.57
114,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.01660559,0.080530671,486,318,35.98
115,[],3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017525639,0.084288344,510,321,34.08
116,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017836027,0.084607183,510,321,35.98
117,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.016913775,0.082380242,490,318,36.82
118,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017165265,0.082752374,489,318,33.62
119,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017101911,0.081869028,486,318,35.9
120,[],3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017482875,0.084194088,510,321,51.59
121,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017742287,0.08521558,510,321,52.94
122,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017570634,0.083292814,490,318,51.36
123,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017145581,0.083219423,489,318,50.2
124,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.016650544,0.080710808,486,318,51.94
125,[],3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017923071,0.085273338,510,321,52.73
126,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017894321,0.083885325,510,321,53.2
127,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017543183,0.085505387,490,318,51.93
128,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017087652,0.083003518,489,318,50.38
129,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,2,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.016817912,0.082822438,486,318,51.73
130,[],3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017996717,0.085485091,510,321,68.72
131,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017841577,0.088287843,510,321,70.09
132,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017345205,0.085128489,490,318,71.08
133,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017247694,0.083651012,489,318,67.2
134,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.016923273,0.083624977,486,318,68.89
135,[],3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.018044588,0.086429884,510,321,68.35
136,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.018044955,0.086729727,510,321,69.7
137,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017743082,0.086485747,490,318,70.26
138,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017369919,0.083454984,489,318,67.79
139,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,3,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.016777693,0.081900771,486,318,69.36
140,[],3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.018151567,0.087424698,510,321,87.08
141,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017566664,0.083732356,510,321,88.26
142,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017663643,0.087711997,490,318,87.93
143,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.017418239,0.084050337,489,318,85.39
144,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,TRUE,2,FALSE,60,0.2,relu,Adam,0.016894588,0.082382958,486,318,86.34
145,[],3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.018174094,0.087019175,510,321,86.37
146,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017670402,0.085858022,510,321,88.53
147,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017595302,0.086415407,490,318,88.05
148,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.017287505,0.084057421,489,318,85.89
149,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,4,haar,32,4,same,1,relu,TRUE,3,FALSE,60,0.2,relu,Adam,0.016815593,0.083664606,486,318,86.69
150,[],3,1,0,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.01811379,0.085037668,510,321,17.62
151,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017783557,0.08519114,510,321,19.02
152,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.018125217,0.084978193,490,318,18.92
153,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.01734671,0.08323354,489,318,17.41
154,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.016966915,0.081228389,486,318,19.23
155,[],3,1,0,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017836014,0.084684126,510,321,17.54
156,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,0,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017912047,0.087408704,510,321,18.94
157,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,0,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017433972,0.084025238,490,318,18.84
158,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017429509,0.083178779,489,318,17.25
159,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,0,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017020178,0.082087681,486,318,18.98
160,[],3,1,1,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017841442,0.084976353,510,321,36.58
161,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017665075,0.086470108,510,321,37.33
162,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017516216,0.082464141,490,318,36.28
163,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.01733296,0.082647859,489,318,34.28
164,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017255655,0.082772062,486,318,36.62
165,[],3,1,1,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017874488,0.085308965,510,321,34.56
166,"['year_2015', 'year_2016', 'year_2017', 'month_sin', 'month_cos', 'day_sin', 'day_cos', 'hour_sin', 'hour_cos', 'minute_sin', 'minute_cos']",3,1,1,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017699063,0.084684508,510,321,37.19
167,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10']",3,1,1,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017402303,0.083964856,490,318,36.38
168,"['Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017231728,0.08288962,489,318,34.1
169,"['FF_10M_10', 'DD_10_sin', 'DD_10_cos', 'DDN_10_sin', 'DDN_10_cos', 'DD_STD_10_sin', 'DD_STD_10_cos', 'DDX_10_sin', 'DDX_10_cos', 'FF_SENSOR_10', 'FF_10M_STD_10', 'FX_SENSOR_10', 'Q_GLOB_10', 'QN_GLOB_10', 'QX_GLOB_10', 'SQ_10']",3,1,1,haar,32,2,same,1,relu,TRUE,3,FALSE,100,0.2,relu,Adam,0.017054925,0.082909745,486,318,36.62
170,[],3,1,2,haar,32,2,same,1,relu,TRUE,2,FALSE,100,0.2,relu,Adam,0.017750672,0.084968415,510,321,52.18
